,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
59356,59356,0hOOs7nsnDt9LvWaW3vi1s,AMONGST THE ASHES,Agonizing Awakening,Spreading the Deception,0,283896,False,0.398,0.918,6,-6.989,1,0.0421,1.75e-05,0.292,0.354,0.409,170.05,4,iranian
113135,113135,7jrsM2LoAP1bSbtp2tZDIY,Cory Asbury,To Love a Fool,The Father’s House,57,245740,False,0.539,0.522,1,-7.315,1,0.0456,0.207,5.34e-06,0.0768,0.53,162.065,4,world-music
23117,23117,61ANVXKajwPzB2aKeKEWIP,Autograf;Blonde Maze,Revolves Around You,Revolves Around You,50,219396,False,0.541,0.67,2,-7.717,1,0.0381,0.0237,0.0425,0.298,0.11,101.996,4,deep-house
32536,32536,2302Z0DrnuYan1AfNO04bz,TSHA;Clementine Douglas,Capricorn Sun,Anxious Mind,56,207840,False,0.61,0.886,11,-6.739,0,0.0491,0.0133,0.00138,0.0877,0.81,139.985,4,electronic
82409,82409,5P0xgHpE3OVKB4rLU9zzBn,Horror Section,"The Twilight Zone, Vol. 1",The Obsolete Man,23,108460,False,0.472,0.915,7,-6.875,0,0.0518,0.000645,0.616,0.346,0.686,119.993,4,power-pop
83032,83032,7FBf7WRech1Bhdp9BcylM6,Marshmello;Bastille,Weekend Baby,Happier,1,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,4,progressive-house
79144,79144,2hMTR8zK8Db849VttJXMSV,Chad Lawson,ZEN 2022,when the party's over - Slowed Remix,0,234280,False,0.409,0.0191,2,-31.753,1,0.0324,0.992,0.912,0.0981,0.181,104.164,4,piano
28539,28539,2HHmPdkCIGu5jW3SUdshec,Ishiban;MTZx,Casse les codes,Casse les codes,28,258983,False,0.781,0.664,1,-11.129,1,0.0456,0.199,0.000632,0.148,0.737,138.995,4,dub
8268,8268,3CMA6bdFwobZpvStfR2jls,Royal Blood,Rock - Best of 2022,Honeybrains,3,186847,False,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,3,blues
95675,95675,2pXIVmFvG9QwKyZaKh0wlK,Nelson Y Sus Estrellas,Siempre en Diciembre 4,Besitos del Corazón,30,207626,False,0.586,0.584,0,-7.376,1,0.0501,0.385,1.54e-05,0.0407,0.952,115.826,4,salsa
49670,49670,72qoHEsuB0aUBhWwiDwVvP,Øien,Final Evolution 2022,Final Evolution 2022,21,193492,True,0.487,0.931,1,-3.075,0,0.0819,0.00111,1.67e-05,0.565,0.58,170.037,4,hardstyle
35368,35368,4mPpE0Sdpyd27eLPifW7bu,Waldonys,Eterno Aprendiz,Até Mais Ver,42,175853,False,0.713,0.782,2,-5.527,1,0.0518,0.492,0.0,0.0761,0.944,170.101,4,forro
58696,58696,1eFwkAHcq1WOdqe55bCZ8L,Killing Joke,Absolute Dissent,The Raven King,22,393986,False,0.384,0.746,2,-4.825,1,0.0339,0.00162,0.00181,0.137,0.0774,125.0,4,industrial
9254,9254,6YIzo8nufStVKUmyAt62Hx,Oficina G3,João,João,46,380212,False,0.435,0.902,7,-2.939,1,0.0505,0.00638,5.29e-06,0.199,0.273,142.892,4,brazil
31045,31045,5tfuXF09XVnvro9l5l9Mle,Billie Eilish,Halloween & Alternative,all the good girls go to hell,1,168839,False,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,4,electro
22655,22655,7EtQ5CqjSRgItuTYXeEtc9,Orbit Culture,Vultures of North,Vultures of North,54,278181,False,0.402,0.912,9,-3.108,1,0.0711,2.07e-05,0.0165,0.159,0.217,176.007,4,death-metal
17018,17018,26BETKUTsxD6cX5QY1C9qz,Le Castle Vania,John Wick (Original Motion Picture Soundtrack),LED Spirals,43,58462,False,0.843,0.576,1,-6.668,1,0.158,0.00679,0.905,0.211,0.281,120.052,4,club
29933,29933,7baQa5vlB6cwUMOAW6sbD4,WE ARE FURY;Jordan Tariff,DUALITY,Animals,37,139034,False,0.603,0.707,0,-5.667,1,0.0355,0.0253,1.75e-06,0.381,0.293,144.971,4,dubstep
87088,87088,0UfbRLBZi1780FbGc07dg0,Chuck Berry,Home At Christmas,Run Rudolph Run,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,r-n-b
19728,19728,5l3azn9twG7ayHoH0qAFGF,Tyler Braden,Burn Burn Burn - Hot Country Hits,Try Losing One,0,219640,False,0.455,0.4,2,-7.749,1,0.0293,0.546,0.0,0.0971,0.103,139.828,4,country
79958,79958,5Is7FSdnGkmQ12KyXJitNB,Philip,Another Love (Piano Version),Another Love - Piano Version,42,194318,False,0.322,0.156,4,-17.462,0,0.0599,0.989,0.939,0.121,0.102,73.365,3,piano
74234,74234,4EXzmoiU4KAggC3UbBueCl,Nando Reis;Arnaldo Antunes,Não Vou Me Adaptar (Ao Vivo),Não Vou Me Adaptar - Ao Vivo,45,269563,False,0.523,0.711,10,-8.151,1,0.0395,0.329,0.0482,0.751,0.403,80.796,4,mpb
2169,2169,3KKmCToTNy7Mnvkd9k0vVR,KALEO,Timeless Rock Hits,Way Down We Go,1,213706,False,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,4,alt-rock
27163,27163,2RS9TJTiHvg0guy8hSmiAF,Pendulum;AN21;Max Vangeli;Steve Angelo,"The Island (Steve Angello, AN21 & Max Vangeli Remix)","The Island - Steve Angello, AN21, Max Vangeli Remix",40,400000,False,0.612,0.825,7,-6.261,1,0.217,0.00231,0.000462,0.294,0.114,125.943,4,drum-and-bass
101982,101982,1jKP1mutaJ3g8ncppL1dpB,White Noise Baby Sleep;White Noise for Babies,"!!"" White Noise 10 Hours ""!!",White Noise For Sleeping,31,161500,False,0.0874,2.03e-05,10,-15.87,0,0.157,0.12,0.00206,0.754,0.0,86.782,4,sleep
67628,67628,5hLlyqBfelpxulHg6n8rVT,Selena,Cumbia x siempre,El Chico Del Apartamento 512,0,208333,False,0.746,0.852,10,-4.329,1,0.0334,0.5,3.95e-06,0.165,0.904,102.088,4,latin
81526,81526,5KJaEu2ZMIt9FMvofqUgmg,Billie Eilish,Отново на училище,bad guy,1,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,pop
76853,76853,3JvdZv9dxIHZlHu0eCKajZ,William Joseph,Safe & Sound,Safe & Sound,46,241259,False,0.44,0.355,7,-14.05,1,0.0276,0.725,0.911,0.125,0.0536,73.059,4,opera
78448,78448,4EsjZfyeirnMCoNM8xYXoH,Fäaschtbänkler,Partyplanet,Anna Colada,30,175000,False,0.781,0.678,7,-5.956,1,0.0592,0.113,0.0,0.0918,0.643,134.824,4,party
111640,111640,2RaTUjoFgvsG2bY4N914N9,William Orbit;Georgia,Bank of Wildflowers (feat. Georgia) [Leftfield Remix],Bank of Wildflowers (feat. Georgia),19,225493,False,0.505,0.56,3,-8.079,1,0.0296,0.353,0.022,0.0965,0.214,139.92,4,trip-hop
92652,92652,30QIN4fNF6kGGyNyIi3vhy,Billy Fury,The 40th Anniversary Anthology,Wondrous Place - Single Version,51,144173,False,0.674,0.496,9,-8.936,1,0.038,0.826,0.0,0.0862,0.387,115.097,4,rockabilly
75420,75420,08nrCAF5dWMmk1BVtDGgXa,2002,Believe,Ready to Fly,23,267480,False,0.164,0.413,0,-11.079,1,0.032,0.935,0.836,0.148,0.176,71.933,3,new-age
46647,46647,4yLwIQJCTe4pMoBV6soLal,Outblast;Korsakoff,Masters Of Hardcore The Depths Of Despair (Chapter XXXII),Hymn Of Syndicate (Official Syndicate Anthem),18,313922,False,0.43,0.877,2,-4.544,1,0.101,0.0852,0.0398,0.102,0.16,167.005,4,happy
50016,50016,6QgFbmtynzdNpHWsmSKmPy,Hermetica,Victimas del Vaciamiento,Soy de la Esquina,41,190066,False,0.372,0.831,7,-10.068,1,0.0429,0.00011,3.92e-06,0.077,0.697,110.908,4,heavy-metal
37257,37257,69rmEhVGrJIf01LQZcVSQO,Rudimental;Anne-Marie;Tion Wayne,Upbeat 20's,Come Over,0,206657,False,0.797,0.672,8,-6.135,1,0.0477,0.0442,0.0027,0.149,0.561,131.978,4,funk
69488,69488,2tkJXnNcELBYG854UhJ7p1,Najim Arshad,Philips & the Monkey Pen (Original Motion Picture Soundtrack),Kanavukalil,26,196000,False,0.532,0.482,2,-7.613,1,0.0278,0.81,0.0,0.0996,0.336,84.972,3,malay
848,848,7n8U8nb1U1yafqgqlZirnf,Apes of the State,Pipe Dream,Internet Song,27,162293,True,0.741,0.66,2,-5.116,1,0.0408,0.521,8.14e-06,0.0941,0.856,81.061,4,acoustic
71511,71511,0tZ3mElWcr74OOhKEiNz1x,Rage Against The Machine,Evil Empire,Bulls On Parade,75,229466,True,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,4,metal
455,455,4GiLKZ6Fd3d5UMJMGuzAA0,Matt Nathanson,American Wedding,Laid,50,182826,False,0.565,0.89,0,-5.481,1,0.0285,0.00537,6.61e-05,0.213,0.744,119.862,4,acoustic
112671,112671,6fPa57Q0X4vjU8BpTa4U8B,Bedo,Kimsen Yok,Kimsen Yok,40,194567,False,0.772,0.652,11,-8.125,0,0.0487,0.309,0.0,0.15,0.619,127.027,4,turkish
18159,18159,498ydhVoe0ZbvQzqumtl8u,Mitch Fatel,Public Display of Perversion,I Love Dogs and Cats,25,320790,True,0.381,0.889,1,-11.184,0,0.951,0.985,0.00305,0.622,0.408,82.415,3,comedy
82669,82669,0Pn8WdMrrxJMMxIYpavrnZ,Smoking Popes,Into the Agony,Simmer Down,22,146622,False,0.393,0.924,0,-5.064,1,0.066,0.000139,0.00327,0.466,0.459,99.304,4,power-pop
106195,106195,0FkloQbDAl1xjM1UC2jBIN,Håkan Hellström,Känn ingen sorg för mig Göteborg,En vän med en bil,47,221240,False,0.353,0.959,2,-3.98,1,0.0631,4.42e-05,0.0692,0.266,0.693,101.831,4,swedish
63167,63167,1d3dDF5bwXp4VqBONsaSPH,Bakufu Slump,STAR BOX EXTRA 爆風スランプ,大きな玉ねぎの下で~はるかなる想い,40,297733,False,0.505,0.394,4,-11.308,1,0.0269,0.46,1.45e-06,0.152,0.151,79.946,4,j-rock
68372,68372,4Vk7RiaqnO6FrPd5hUYdsZ,Chris Jedi;Young Miko;Lunay,Homecoming Latin Party,Condado,0,232813,True,0.804,0.825,11,-3.596,1,0.0585,0.166,3.48e-06,0.116,0.662,92.02,4,latino
89599,89599,0PF7SVd93G602xdi8SVyEz,Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Fiesta Reggaeton 2010s,Déjate Querer,1,202823,False,0.755,0.792,6,-4.238,1,0.0483,0.028,0.0,0.0754,0.842,106.015,4,reggaeton
102279,102279,2gAEgo5pCqgEEiaV1wwy9i,Chicago,OK Boomers - Top Tunes,Street Player,2,550706,False,0.765,0.833,10,-5.162,0,0.0873,0.0376,0.268,0.0824,0.837,126.422,4,songwriter
77914,77914,3f77I6iOw8H3Ey7VozEE3k,Jorge Aragão,Ao vivo,Enredo do meu samba - Ao vivo,42,180133,False,0.401,0.33,6,-13.829,0,0.0506,0.869,0.0,0.717,0.489,109.099,1,pagode
84218,84218,21j1PsCiTaO8ZW88UZrh3A,Pink Floyd,Wish You Were Here,Shine On You Crazy Diamond (Pts. 6-9),58,747325,False,0.288,0.485,7,-13.162,0,0.0491,0.576,0.9,0.322,0.124,135.87,3,psych-rock
108407,108407,71aiD8HnCH6OG3sMM54Nba,Francisco Canaro Y Su Orquesta,(1938 - 1952) Recordings - The Originals Series,Yo No Se Que Me Han Hecho Tus Ojos,20,214093,False,0.529,0.377,0,-10.072,1,0.0652,0.976,0.00564,0.198,0.457,88.109,3,tango
29705,29705,4mTLnLuHoGhA2xd595OMg1,Dion Timmer,Shiawase (VIP),Shiawase - VIP,43,181750,False,0.557,0.98,8,-0.563,1,0.154,0.00612,0.000176,0.665,0.5,150.096,4,dubstep
21994,21994,7MZmJSdPF9gy5nQsHjUMuB,Intence;Countree Hype,Yakuza - EP,London Drill,0,178688,False,0.814,0.749,5,-3.974,0,0.26,0.118,0.0,0.348,0.722,141.102,4,dancehall
62576,62576,4GVzBVrDce2kS5TDQBMUJ5,MFÖ,Ele Güne Karşı Yapayalnız,Bu Sabah Yağmur Var İstanbul'da,40,220641,False,0.504,0.245,2,-11.935,1,0.0331,0.706,0.0,0.137,0.266,120.0,4,j-pop
29538,29538,0nejfXN5tjdICWIdfakXWx,Porter Robinson;Urban Cone,Worlds,Lionhearted,50,266106,False,0.621,0.74,8,-6.925,1,0.034,0.0244,0.00219,0.174,0.349,119.993,4,dubstep
9440,9440,2rZW23fLXbJxkrPXTrKR98,Thiago Brado;Frei Gilson,Ao Monte,Ao Monte,46,368300,False,0.495,0.303,5,-10.263,1,0.0261,0.824,1.83e-06,0.0778,0.226,93.987,4,brazil
109711,109711,1rIxb5rv6BUWXT6xmLt91x,Acid Pauli,Mainacht,Ahmed,48,408736,False,0.809,0.719,1,-11.061,1,0.0488,0.039,0.835,0.0838,0.733,123.032,4,techno
86877,86877,7KMxBakqV7SKVrS6qDv2yq,Soda Stereo,Sueño Stereo (Remastered),Pasos - Remasterizado 2007,39,233706,False,0.469,0.581,5,-10.358,1,0.0341,0.0626,0.0497,0.102,0.356,88.906,4,punk
89712,89712,6wwT3PgG3eFuKCpxzjMJFs,Becky G;Burna Boy,Rotate,Rotate,60,201940,False,0.91,0.856,11,-2.082,0,0.157,0.0346,0.000223,0.0624,0.771,109.029,4,reggaeton
105536,105536,6al99fqkygOX8VvTthr9Q8,Beat Oven,GROOVE!,Balsamico,10,89571,False,0.66,0.476,1,-13.297,1,0.0482,0.901,0.936,0.11,0.326,139.969,3,study
70018,70018,19fp9nI0tq0lcBl7XoCHAb,告五人,運氣來得若有似無,唯一 (三立/台視戲劇《戀愛是科學》插曲),64,270760,False,0.485,0.103,1,-13.383,1,0.0367,0.959,5.32e-05,0.107,0.21,140.595,4,mandopop
26630,26630,0e5gT5o3S2SLXl9ttkU9eu,Randy Newman,Küss Den Frosch,Ray/Mama Odie,21,241146,False,0.304,0.0742,0,-20.915,1,0.0375,0.949,0.0345,0.123,0.195,101.99,4,disney
43148,43148,1QRyL0hj1iKafA4gbSaxB7,Novo Som;Catedral,Mais Que Amigos = Irmãos (Ao Vivo),Você - Ao Vivo,37,369400,False,0.654,0.742,7,-6.54,1,0.0259,0.581,2.23e-05,0.712,0.785,113.272,4,groove
97923,97923,1OCgAnAYRN4TA8tmiFrQK2,Eduardo Costa,"Pele, Alma E Coração",Não Preciso de Você,44,212186,False,0.447,0.607,10,-4.858,1,0.0363,0.499,0.0,0.33,0.294,145.706,4,sertanejo
63519,63519,2lvYfJ6DECZTZnFZghgqQC,Bülent Ortaçgil,Gece Yalanları,Çoktular Ama Yoktular,36,186800,False,0.595,0.408,7,-12.058,0,0.0666,0.77,0.02,0.455,0.45,94.055,4,j-rock
12960,12960,2eLFge0GG6xF83VUXcRbbz,my little airport,適婚的年齡,月映之審判者,26,201560,False,0.353,0.579,7,-10.482,1,0.039,0.0704,0.36,0.112,0.713,160.467,5,cantopop
53275,53275,623TdbJc1yLr8dIepsFV2v,Zedd;Maren Morris;Grey,Queda poco para la PAES,The Middle,0,184732,False,0.753,0.657,7,-3.061,1,0.045,0.173,0.0,0.112,0.435,107.013,4,house
63325,63325,2xc6H7lIlHV4vjGtxBV3do,CHIAKI SATO,J-Pop 輕旅行,Summer Gate,0,311666,False,0.659,0.658,6,-7.728,1,0.042,0.418,0.0187,0.104,0.733,91.992,4,j-rock
49296,49296,3jWiWAX7ljA3pFtAAzPMNk,DJ Maurice;Snollebollekes,… En Door (Bonus Editie),De Vloer Is Lava,25,174013,False,0.586,0.895,9,-7.625,0,0.0459,0.0167,0.00721,0.364,0.681,155.031,4,hardstyle
37462,37462,4df3O7o8sTnW95Ow2OlUb3,MC Hariel;Lauana Prado,Mundão Girou (Deluxe),Profecia,48,197818,False,0.56,0.483,4,-6.225,0,0.256,0.844,0.0,0.113,0.356,164.214,4,funk
4617,4617,3x5EerSpxWhkSvLKQ87U2S,Goldmund;Scott Moore;Emily Pisaturo,Flower Duet (Goldmund Rework),Flower Duet - Goldmund Rework,44,167432,False,0.29,0.177,0,-15.928,1,0.0364,0.896,0.944,0.114,0.0706,115.306,3,ambient
90242,90242,7545Q9VR0txjH6yJUzo42v,Estela Nuñez,RCA 100 Anos De Musica - Segunda Parte,Aires del Mayab,38,194306,False,0.512,0.346,5,-10.235,1,0.0339,0.576,0.00288,0.268,0.49,98.601,4,rock-n-roll
13749,13749,0iICxgAC6KCuwFeRGLYZUA,Gershon Jackson;Reset Preset;Ella,Glitterbox - Pump The Boogie! (Mixed),Hands Together (House of Omni Hands Together Extended Club Mix) - Mixed,5,274836,False,0.592,0.885,5,-5.783,0,0.197,0.00145,0.334,0.288,0.596,124.008,4,chicago-house
35288,35288,1dPedzqigh21ktQ4y8tBmP,Bonde do Forró,"É Amor Demais, Vol. 3",Tô Fazendo Falta,44,192000,False,0.6,0.898,2,-4.509,1,0.0433,0.334,2.49e-06,0.224,0.95,182.082,4,forro
3142,3142,4yB8TeiQpL09df92fxn5sZ,Mon Laferte;Enrique Bunbury,Rock un sentimiento vol. I,Mi Buen Amor,0,227586,False,0.403,0.533,7,-4.633,1,0.0271,0.589,5.01e-06,0.136,0.283,98.741,3,alternative
101528,101528,0uAXBpXnHnfgKyBA3lPEqf,Ocean Waves For Sleep,White Noise Ocean,Waves To Sleep,37,99999,False,0.15,0.00242,2,-35.559,1,0.395,0.703,0.982,0.111,0.0,133.776,4,sleep
53546,53546,7otdKb40Sx35ESUDzEdU1p,Kungs,Night Drive Autumn/Winter 2022/23,Never Going Home,0,169946,False,0.839,0.842,0,-4.703,1,0.0392,0.0868,0.0981,0.0548,0.96,122.028,4,house
96908,96908,5Ls2oOHU8upwLPEPd8qpCu,Ultramen,Capa Preta,Tubarãozinho,38,303720,False,0.742,0.764,11,-5.231,1,0.0284,0.00368,0.0,0.0964,0.848,121.953,4,samba
110640,110640,6QoVPPIRdkiNCVcCUJOzbI,Kasper Koman,The Observer,The Observer,53,492899,False,0.804,0.962,7,-8.818,1,0.0522,7.48e-05,0.864,0.0467,0.576,120.998,4,trance
3682,3682,2zAonF9EvsfVBwEkAizQEd,Barns Courtney;Lennon Stella,Alternative Christmas 2022,"Baby, It’s Cold Outside",0,115867,False,0.678,0.637,1,-5.144,1,0.0866,0.559,0.0,0.0334,0.715,86.036,4,alternative
31532,31532,1VCA372FfrWA3yjOzPlBri,Nessa Barrett,It's You - Fresh Hits,die first,1,177108,False,0.444,0.669,8,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,4,electro
74483,74483,6vzEUwK4CbcDMDvmJ09WsY,Elba Ramalho,Fogo Na Mistura,De Volta Pro Aconchego,42,277666,False,0.424,0.272,9,-11.402,0,0.0295,0.596,4.64e-06,0.216,0.171,111.753,4,mpb
29072,29072,5kkGFMcYcX1h3sQkyJcLHo,Culture Code;Amanda Collis,Fairytale,Fairytale,48,193000,False,0.644,0.628,5,-6.765,1,0.0544,0.0334,0.0,0.173,0.448,97.042,4,dubstep
58084,58084,0sDiCaxE8xmytubZFTqLK2,Celldweller,FiXT Presents: Sinister Sounds,When Your Walls Fall,5,308199,False,0.465,0.568,2,-8.231,1,0.0339,0.00427,0.871,0.109,0.0273,95.012,4,industrial
55512,55512,3rVBZoeJT4lIr1S9EeENtc,Pritam;Arijit Singh;Nikhita Gandhi,Jagga Jasoos,Ullu Ka Pattha,48,211176,False,0.745,0.891,4,-5.572,0,0.0421,0.359,0.0567,0.104,0.906,122.025,4,indian
16750,16750,6YY4h2BDXaNVQ5qa7rltUY,Wolfgang Amadeus Mozart;Mao Fujita,Mozart: The Complete Piano Sonatas,"Piano Sonata No. 1 in C Major, K. 279: III. Allegro",18,190773,False,0.393,0.23,0,-18.884,1,0.0364,0.992,0.916,0.15,0.733,140.805,4,classical
77711,77711,76TpuVFOMpuFYPeRnrIcpi,Os Mulekes,Os Mulekes,Gata Manda Ver,42,241240,False,0.62,0.823,7,-11.018,1,0.0633,0.369,0.0,0.163,0.921,161.894,4,pagode
10696,10696,5f7Rqj2U2OUhzLuRgQUcNz,Roni Size;Reprazent,New Forms,Mad Cat,13,295906,False,0.434,0.989,1,-7.275,1,0.0898,0.018,0.319,0.188,0.605,169.674,4,breakbeat
92278,92278,3miOxudu6gPucbG4kjCKj6,BOØWY,BOφWY,CHU-RU-LU,34,240466,False,0.667,0.858,11,-6.723,0,0.0706,0.00509,0.0048,0.315,0.694,139.908,4,rockabilly
2648,2648,1NTaFxBsq90jAF7te7TCVZ,Las Pastillas del Abuelo;Alejandro Vazquez,Paradojas,Inercia,47,202253,False,0.577,0.936,4,-3.789,0,0.0369,0.0242,0.00108,0.284,0.925,145.011,4,alt-rock
52826,52826,1oE37UMqzu9CjrlVw10Phd,Charlie Walker,Golden Hits,Close All the Honky Tonks,10,128063,False,0.52,0.439,9,-11.75,1,0.0316,0.701,0.000645,0.124,0.843,163.286,4,honky-tonk
110679,110679,0bMzCNqq4U5pQakqcyfJHR,Jason Ross;HOLT,Hate This Kind of Love (feat. HOLT),Hate This Kind of Love (feat. HOLT),41,226857,False,0.574,0.794,4,-4.81,1,0.058,0.106,0.0,0.103,0.439,104.906,4,trance
38230,38230,0hAMkY2kwdXPPDfQ1e3BmJ,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Dancing Shoes,63,141133,False,0.522,0.889,1,-4.137,1,0.0461,0.00328,0.0,0.345,0.852,144.499,4,garage
38716,38716,2McZlRwVC4zU07jo4l7bns,Hank Wood and the Hammerheads,S/T,You Wanna Die,26,119797,True,0.339,0.985,6,-3.382,0,0.0552,0.00012,0.845,0.161,0.38,102.785,4,garage
14630,14630,6m0SmawWqCjZKNy3sHZ6lh,The Wiggles,Sweet Dreams: White Noise Sleep Aid for Baby,White Noise Peaceful Piano,31,172054,False,0.403,0.156,9,-26.435,1,0.0418,0.94,0.96,0.148,0.0397,120.004,4,children
101993,101993,6H0kAiSAFB84jX7dgEDWd6,Rain Sounds,Rain,Rain: Natural Recording,32,84219,False,0.0,0.0254,8,-19.925,1,0.0,1.54e-06,0.838,0.339,0.0,0.0,0,sleep
82685,82685,10rIXBFUX53qx2yMuivDVK,Graham Parker & The Rumour,Howlin' Wind,Soul Shoes,21,193120,False,0.611,0.636,4,-12.171,1,0.0273,0.0285,1.39e-06,0.07,0.969,133.483,4,power-pop
63498,63498,5HYXtTdr5aaYhM0wACx1kA,Leman Sam,Ayak Sesleri,Yol Ver,37,171400,False,0.775,0.671,2,-8.978,1,0.0333,0.141,0.0,0.415,0.905,116.938,4,j-rock
14599,14599,70h6fS2JSDS8UAhmijEj2y,Kinderen voor Kinderen,40 - Reis mee!,Oeps!,31,165306,False,0.71,0.752,5,-4.478,1,0.041,0.492,0.0,0.197,0.457,114.073,4,children
71494,71494,5z7GGdAezDWdJxBlAM4Hkf,Steppenwolf,On air 70's Hits,Hey Lawdy Mama - Single Version,0,178760,False,0.589,0.831,4,-12.373,1,0.0615,0.0195,2.41e-05,0.0635,0.511,98.813,4,metal
45247,45247,5Tp1ivQ7w11J4RYrKO2O61,William Luna,Romance Andino,Amor Herido,29,192320,False,0.591,0.623,0,-5.344,1,0.0316,0.392,5.94e-05,0.0737,0.646,72.413,4,guitar
67835,67835,67avyz2FqPWktHLm8cHFpT,Chino & Nacho;Daddy Yankee;Don Omar;Wisin,Perreo Tenebroso Vol. 1,Andas En Mi Cabeza - Remix,0,255840,False,0.719,0.934,9,-3.242,1,0.0858,0.213,0.0,0.177,0.619,104.095,4,latin
16355,16355,59m1vY4JuxEkUnhrLcV8mO,M. Balamuralikrishna,Kavikkuyil,Chinna Kannan,36,274226,False,0.372,0.833,10,-7.073,0,0.11,0.861,0.682,0.295,0.582,128.171,4,classical
55619,55619,4W7pOUPJeuuo8hkklQtqu0,Pritam;Javed Ali,Jannat 2 (Original Motion Picture Soundtrack),Tera Deedar Hua - From the Heart,46,346093,False,0.589,0.871,2,-4.124,1,0.0553,0.567,0.0,0.127,0.82,90.017,4,indian
25850,25850,3ys5J8MAFYex3zO7n9VduT,Polo & Pan;Channel Tres,Tunnel,Tunnel,53,310573,False,0.73,0.505,2,-9.248,1,0.0606,0.119,0.711,0.148,0.38,119.995,4,disco
94769,94769,3H6D0q6pvzaLyqaMLWGR69,Kochetkovv,I Think You Left Your Scarf,I Think You Left Your Scarf,52,130909,False,0.613,0.142,9,-21.628,0,0.0426,0.897,0.93,0.109,0.0355,76.995,4,sad
100983,100983,1yRme5QrQgTy98fRwFaI9Z,The Interrupters,The Interrupters (Deluxe Edition),The Metro,30,250114,False,0.53,0.922,7,-2.047,1,0.0393,0.00478,0.000594,0.0855,0.947,169.97,4,ska
110622,110622,3OmhzPRlGZIFrNlGWPU6jS,Berg;Skazi,Aurora,Power of God,25,397681,False,0.615,0.736,7,-7.635,1,0.0604,0.0155,0.724,0.0978,0.0772,139.999,4,trance
73231,73231,1ZE6ebWHUSp2v6JAPpp8eS,Einmusik,Wormhole,Wormhole,43,437953,False,0.804,0.845,1,-9.102,0,0.0589,0.000546,0.916,0.096,0.0372,124.011,4,minimal-techno
79690,79690,4mPiTSD96K4Dha1irhqpW3,Keane,Hopes And Fears,Bend & Break,60,220133,False,0.467,0.839,4,-3.584,1,0.0295,0.000738,1.99e-05,0.121,0.518,137.902,4,piano
60720,60720,4dyVncuyPcdm2Rx8eJsWkb,I Quu;TripleDose Production,Bruk Stone Riddim,Wine Fi Mi,20,192052,True,0.822,0.812,6,-5.291,1,0.149,0.151,0.0,0.211,0.876,108.011,4,j-dance
97257,97257,1WptzSBPd3LWrLH2c9tBms,Mayck & Lyan,Boi Soberano,Boi Soberano,49,229634,False,0.606,0.272,9,-11.798,1,0.105,0.95,1.66e-06,0.106,0.443,118.665,3,sertanejo
39118,39118,6KfqrM6To2CjbXqJN3Pulw,Felix Jaehn;Robin Schulz;Georgia Ku,Night Drive Autumn/Winter 2022/23,I Got A Feeling,0,144734,False,0.598,0.833,2,-3.716,0,0.048,0.0196,0.0,0.292,0.406,124.973,4,german
100841,100841,41Ju0eKWJH3lMGgjXnW5Sw,Los Caligaris,Canciones para Armar,Parece Que Fue Ayer,34,177902,False,0.621,0.869,2,-4.71,1,0.0384,0.346,0.0,0.549,0.857,153.949,4,ska
47606,47606,1GqlvSEtMx5xbGptxOTTyk,Boston,Boston,Peace of Mind,68,303586,False,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,4,hard-rock
45887,45887,1RnUH1VjmCiKvMeSRgwVzY,Luis Salinas;Lito Vitale,Salinas Vitale: Desde el Alma,La Pomeña,22,306922,False,0.361,0.227,4,-16.138,1,0.0403,0.86,0.898,0.11,0.1,81.127,4,guitar
96224,96224,17rejvl74nQobqENTr7NgO,Paulinho Da Viola,Paulinho Da Viola,Coração Leviano,43,174720,False,0.671,0.668,6,-9.562,0,0.0425,0.474,0.0026,0.0642,0.925,107.472,4,samba
102912,102912,0uqFo6F9DppKZtwm3zhG3s,Luz,the author,the author,63,217213,False,0.354,0.264,0,-12.571,1,0.0544,0.832,0.0,0.11,0.227,80.567,4,songwriter
39440,39440,34FFRjrUjhRd1WqsiizxTE,Sarah Connor,Rockin' Around The Christmas Tree 2022,The Best Side Of Life,0,229333,False,0.631,0.634,2,-5.202,1,0.0326,0.568,0.0,0.124,0.569,90.947,4,german
